# Generated on: 2025-06-27T22:43:06.894Z
# Search Parameters: {"propertyValue":500000,"downPayment":250000,"loanAmount":850000,"creditScore":760,"propertyType":"single_family","occupancy":"primary","zipCode":"94949"}
# File Type: mortgage_rates

Lender,Rate,APR,Payment,Points,Upfront_Costs,Loan_Type,Quote_Type
NewRez LLC,5.750%,6.302%,"$1,813.131",-0.592,"$2,963.9",VA,Wholesale
Sun West Mtg Co Wholesale,5.750%,6.319%,"$1,813.131",-0.48688,"$3,292.1",VA,Wholesale
CMG Financial,5.750%,6.329%,"$1,813.131",-0.231,"$3,501",VA,Wholesale
NexBank,5.750%,6.354%,"$1,813.131",-0.3695900000000023,"$3,982.4",VA,Wholesale
Pennymac TPO,5.750%,6.355%,"$1,813.131",-0.47,"$4,007.1",VA,Wholesale
Loan Factory Direct - PennyMac,5.750%,6.355%,"$1,813.131",-0.47,"$4,007.1",VA,Wholesale
Loan Factory Direct - Rocket,5.750%,6.357%,"$1,813.131",-0.06999999999999318,"$4,045.9",VA,Wholesale
Rocket Pro,5.750%,6.357%,"$1,813.131",-0.06999999999999318,"$4,045.9",VA,Wholesale
Eleven Mortgage,5.750%,6.363%,"$1,813.131",1.6534,"$4,170.9",VA,Wholesale
Open Mortgage,5.750%,6.400%,"$1,813.131",-0.145,"$4,885.2",VA,Wholesale
Jet Advantage Mortgage,5.750%,6.420%,"$1,813.131",0.6020000000000039,"$5,264.9",VA,Wholesale
Forward Lending,5.750%,6.420%,"$1,813.131",0.6020000000000039,"$5,264.9",VA,Wholesale
Kind Lending,5.750%,6.445%,"$1,813.131",0.3147,"$5,749.6",VA,Wholesale
Loan Factory Direct - Kind Lending,5.750%,6.445%,"$1,813.131",0.3147,"$5,749.6",VA,Wholesale
The Loan Store LLC,5.750%,6.456%,"$1,813.131",0.25,"$5,969.8",VA,Wholesale
Plaza Home Mortgage Inc.,5.750%,6.477%,"$1,813.131",0.05647,"$6,373.9",VA,Wholesale
AFR Wholesale,5.750%,6.744%,"$1,813.131",2.4950000000000045,"$11,429.2",VA,Wholesale
HomeBridge Wholesale,5.750%,6.359%,"$1,484.463",-0.731,"$1,776.5",FHA,Wholesale
Loan United Wholesale,5.750%,6.364%,"$1,484.463",-1.2789999999999964,"$1,908.7",FHA,Wholesale
AmWest Funding Corp,5.750%,6.365%,"$1,484.463",-1.169,"$1,934.3",FHA,Wholesale
Sun West Mtg Co Wholesale,5.750%,6.371%,"$1,484.463",-0.48688,"$2,079.5",FHA,Wholesale
CMG Financial,5.750%,6.386%,"$1,484.463",-0.481,"$2,476.1",FHA,Wholesale
AD Mortgage,5.750%,6.393%,"$1,484.463",-0.9339999999999975,"$2,659.1",FHA,Wholesale
"National Mortgage Service, Inc. (NMSI)",5.750%,6.394%,"$1,484.463",-1,"$2,682",FHA,Wholesale
NewRez LLC,5.750%,6.399%,"$1,484.463",-0.582,"$2,799.1",FHA,Wholesale
Power TPO,5.750%,6.403%,"$1,484.463",-0.5400000000000063,"$2,898.3",FHA,Wholesale
Jet Advantage Mortgage,5.750%,6.419%,"$1,484.463",-0.1530000000000058,"$3,310.4",FHA,Wholesale
Forward Lending,5.750%,6.419%,"$1,484.463",-0.1530000000000058,"$3,310.4",FHA,Wholesale
NexBank,5.750%,6.422%,"$1,484.463",-0.6021400000000057,"$3,376.2",FHA,Wholesale
Kind Lending,5.750%,6.423%,"$1,484.463",-0.58775,"$3,412.8",FHA,Wholesale
Loan Factory Direct - Kind Lending,5.750%,6.423%,"$1,484.463",-0.58775,"$3,412.8",FHA,Wholesale
Pennymac TPO,5.750%,6.425%,"$1,484.463",-0.458,"$3,463.1",FHA,Wholesale
Loan Factory Direct - PennyMac,5.750%,6.425%,"$1,484.463",-0.458,"$3,463.1",FHA,Wholesale
AFR Wholesale,5.750%,6.425%,"$1,484.463",-0.7360000000000042,"$3,465.6",FHA,Wholesale
Eleven Mortgage,5.750%,6.428%,"$1,484.463",1.5698,"$3,533.8",FHA,Wholesale
Open Mortgage,5.750%,6.430%,"$1,484.463",-0.645,"$3,585.1",FHA,Wholesale
Rocket Pro,5.750%,6.430%,"$1,484.463",-0.36700000000000443,"$3,592.7",FHA,Wholesale
TPO GO,5.750%,6.432%,"$1,484.463",-0.05299999999999727,"$3,628.4",FHA,Wholesale
New Wave Lending Group,5.750%,6.432%,"$1,484.463",-0.625,"$3,636",FHA,Wholesale
Orion Lending,5.750%,6.433%,"$1,484.463",0.131,"$3,651.2",FHA,Wholesale
The Loan Store LLC,5.750%,6.439%,"$1,484.463",-0.5859999999999985,"$3,798.8",FHA,Wholesale
"VIP Mortgage, Inc.",5.750%,6.440%,"$1,484.463",-0.7519999999999953,"$3,847.1",FHA,Wholesale
"Paramount Residential Mortgage Group, Inc.",5.750%,6.449%,"$1,484.463",-0.387,"$4,050.6",FHA,Wholesale
JMAC Lending Inc.,5.750%,6.449%,"$1,484.463",-0.33145,"$4,064.8",FHA,Wholesale
Click n' Close,5.750%,6.463%,"$1,484.463",-0.35731,"$4,406",FHA,Wholesale
Windsor Mortgage Solutions,5.750%,6.476%,"$1,484.463",-0.41903000000000645,"$4,732.3",FHA,Wholesale
Plaza Home Mortgage Inc.,5.750%,6.477%,"$1,484.463",-0.05353,"$4,771.7",FHA,Wholesale
Union Home Mortgage,5.750%,6.570%,"$1,484.463",0.7489999999999952,"$7,067.5",FHA,Wholesale
Loan United Wholesale,5.750%,6.152%,"$1,507.077",-1.1299999999999955,"$2,664.3",VA,Wholesale
AmWest Funding Corp,5.750%,6.153%,"$1,507.077",-0.869,"$2,692.7",VA,Wholesale
NewRez LLC,5.750%,6.163%,"$1,507.077",-0.592,"$2,963.9",VA,Wholesale
Sun West Mtg Co Wholesale,5.750%,6.175%,"$1,507.077",-0.48688,"$3,292.1",VA,Wholesale
CMG Financial,5.750%,6.183%,"$1,507.077",-0.231,"$3,501",VA,Wholesale
NexBank,5.750%,6.184%,"$1,507.077",-0.551879999999997,"$3,511.7",VA,Wholesale
AFR Wholesale,5.750%,6.185%,"$1,507.077",-0.5559999999999974,"$3,550",VA,Wholesale
"VIP Mortgage, Inc.",5.750%,6.187%,"$1,507.077",-0.8319999999999936,"$3,601.8",VA,Wholesale
Jet Advantage Mortgage,5.750%,6.189%,"$1,507.077",-0.022999999999996135,"$3,650.8",VA,Wholesale
Forward Lending,5.750%,6.189%,"$1,507.077",-0.022999999999996135,"$3,650.8",VA,Wholesale
TPO GO,5.750%,6.194%,"$1,507.077",-0.0030000000000001137,"$3,767.1",VA,Wholesale
Eleven Mortgage,5.750%,6.195%,"$1,507.077",-0.58625,"$3,810.2",VA,Wholesale
Loan Factory Direct - Rocket,5.750%,6.197%,"$1,507.077",-0.14499999999999602,"$3,852.2",VA,Wholesale
Rocket Pro,5.750%,6.197%,"$1,507.077",-0.14499999999999602,"$3,852.2",VA,Wholesale
"Paramount Residential Mortgage Group, Inc.",5.750%,6.199%,"$1,507.077",-0.449,"$3,906.5",VA,Wholesale
Pennymac TPO,5.750%,6.203%,"$1,507.077",-0.47,"$4,007.1",VA,Wholesale
Loan Factory Direct - PennyMac,5.750%,6.203%,"$1,507.077",-0.47,"$4,007.1",VA,Wholesale
Orion Lending,5.750%,6.207%,"$1,507.077",0.181,"$4,113",VA,Wholesale
Power TPO,5.750%,6.210%,"$1,507.077",-0.5400000000000063,"$4,187.9",VA,Wholesale
Open Mortgage,5.750%,6.212%,"$1,507.077",-0.395,"$4,239.6",VA,Wholesale
The Loan Store LLC,5.750%,6.213%,"$1,507.077",-0.4069999999999965,"$4,273.1",VA,Wholesale
Kind Lending,5.750%,6.219%,"$1,507.077",-0.1953,"$4,432.5",VA,Wholesale
Loan Factory Direct - Kind Lending,5.750%,6.219%,"$1,507.077",-0.1953,"$4,432.5",VA,Wholesale
Click n' Close,5.750%,6.220%,"$1,507.077",-0.34559,"$4,457.6",VA,Wholesale
Plaza Home Mortgage Inc.,5.750%,6.244%,"$1,507.077",0.05647,"$5,082.7",VA,Wholesale
JMAC Lending Inc.,5.750%,6.257%,"$1,507.077",0.12215,"$5,413.8",VA,Wholesale
Windsor Mortgage Solutions,5.750%,6.287%,"$1,507.077",0.3809700000000049,"$6,179",VA,Wholesale
Union Home Mortgage,5.750%,6.324%,"$1,507.077",0.7489999999999952,"$7,129.4",VA,Wholesale
District Lending,5.750%,6.977%,"$2,745",0,"$5,625",FHA,Retail
AimLoan.com,5.750%,5.831%,"$1,756",0.266,"$1,660",Conventional,Retail
District Lending,5.750%,5.857%,"$1,756",0.372,"$2,180",Conventional,Retail
American VA Loans,5.750%,5.884%,"$1,459",0.213,"$3,752",VA,Retail
American VA Loans,5.750%,5.938%,"$1,756",0.288,"$3,940",VA,Retail
District Lending,5.750%,5.941%,"$1,459",0.338,"$5,220",VA,Retail
District Lending,5.750%,6.015%,"$1,756",0.413,"$5,408",VA,Retail
PenFed Credit Union,5.750%,7.041%,"$1,459",0.5,"$7,620",FHA,Retail
District Lending,5.750%,7.200%,"$1,756",0.4,"$6,625",FHA,Retail
"Tomo Mortgage, LLC.",5.750%,5.876%,"$2,077",0.813,"$2,032",Conventional,Retail
PenFed Credit Union,5.750%,5.940%,"$1,756",0.75,"$3,870",Conventional,Retail
District Lending,5.750%,5.921%,"$1,459",1.375,"$4,688",Conventional,Retail
PenFed Credit Union,5.750%,6.026%,"$1,459",1.375,"$7,558",VA,Retail
District Lending,5.750%,5.942%,"$1,459",1.599,"$5,248",Conventional,Retail
AimLoan.com,5.750%,6.014%,"$1,459",2.496,"$7,235",Conventional,Retail
"Tomo Mortgage, LLC.",5.750%,5.998%,"$1,459",2.713,"$6,782",Conventional,Retail
"Tomo Mortgage, LLC.",5.750%,7.163%,"$1,459",2.713,"$11,158",FHA,Retail
Optimum First Mortgage,5.874%,6.030%,"$1,478.68",0.868,"$4,165",Conventional,Retail
Chase Bank,5.875%,6.570%,"$2,070.506",1.04,"$3,195",Conventional,Retail
Chase Bank,5.875%,6.136%,"$2,070.506",0.8290000000000001,"$2,667.5",Conventional,Retail
Us Bank,5.875%,6.534%,"$3,637.18",0.97,"$7,985.45",Conventional,Retail
Us Bank,5.875%,6.080%,"$1,773.1",0.773,"$5,223.37",Conventional,Retail
American VA Loans,5.875%,5.990%,"$1,479",0,"$7,301",Conventional,Retail
District Lending,5.875%,6.036%,"$1,479",0,"$8,456",Conventional,Retail
PenFed Credit Union,5.875%,6.119%,"$1,479",1,"$13,201",Conventional,Retail
AimLoan.com,5.875%,6.086%,"$1,479",1.896,"$14,556",Conventional,Retail
Sun West Mtg Co Wholesale,5.875%,5.891%,"$2,092.796",-2.2239,$252.8,Conventional,Wholesale
Provident Funding,5.875%,5.926%,"$2,092.796",-2.5,$812.5,Conventional,Wholesale
NewRez LLC,5.875%,5.929%,"$2,092.796",-1.729,$865,Conventional,Wholesale
AmWest Funding Corp,5.875%,5.937%,"$2,092.796",-2.179,$990,Conventional,Wholesale
Everstream Mortgage,5.875%,5.961%,"$2,092.796",-0.6126000000000005,"$1,368.5",Conventional,Wholesale
BluePoint Mortgage,5.875%,5.964%,"$2,092.796",-2.006,"$1,422.5",Conventional,Wholesale
New Wave Lending Group,5.875%,5.965%,"$2,092.796",-2,"$1,437.5",Conventional,Wholesale
"VIP Mortgage, Inc.",5.875%,5.974%,"$2,092.796",-1.8927400000000034,"$1,580.6",Conventional,Wholesale
The Loan Store LLC,5.875%,5.977%,"$2,092.796",-2.070999999999998,"$1,635",Conventional,Wholesale
Loan Factory Direct - Rocket,5.875%,5.978%,"$2,092.796",-1.5190000000000055,"$1,640",Conventional,Wholesale
Rocket Pro,5.875%,5.978%,"$2,092.796",-1.5190000000000055,"$1,640",Conventional,Wholesale
AD Mortgage,5.875%,5.984%,"$2,092.796",-1.8760000000000048,"$1,747.5",Conventional,Wholesale
"National Mortgage Service, Inc. (NMSI)",5.875%,5.985%,"$2,092.796",-1.875,"$1,750",Conventional,Wholesale
Click n' Close,5.875%,5.990%,"$2,092.796",-1.80759,"$1,843.5",Conventional,Wholesale
Power TPO,5.875%,5.998%,"$2,092.796",-1.7909999999999968,"$1,960",Conventional,Wholesale
Loan United Wholesale,5.875%,6.006%,"$2,092.796",-1.7399999999999949,"$2,087.5",Conventional,Wholesale
Eleven Mortgage,5.875%,6.009%,"$2,092.796",-0.6,"$2,137.5",Conventional,Wholesale
Plaza Home Mortgage Inc.,5.875%,6.014%,"$2,092.796",-1.68971,"$2,213.2",Conventional,Wholesale
"Paramount Residential Mortgage Group, Inc.",5.875%,6.015%,"$2,092.796",-1.58,"$2,237.5",Conventional,Wholesale
Nations Direct Mortgage,5.875%,6.029%,"$2,092.796",-1.393,"$2,455",Conventional,Wholesale
AFR Wholesale,5.875%,6.036%,"$2,092.796",-1.5949999999999989,"$2,565",Conventional,Wholesale
JMAC Lending Inc.,5.875%,6.036%,"$2,092.796",-1.54625,"$2,571.9",Conventional,Wholesale
NexBank,5.875%,6.038%,"$2,092.796",-1.5006099999999947,"$2,591",Conventional,Wholesale
Kind Lending,5.875%,6.056%,"$2,092.796",-1.41875,"$2,890.6",Conventional,Wholesale
Loan Factory Direct - Kind Lending,5.875%,6.056%,"$2,092.796",-1.41875,"$2,890.6",Conventional,Wholesale
Pennymac TPO,5.875%,6.058%,"$2,092.796",-1.542,"$2,907.5",Conventional,Wholesale
Loan Factory Direct - PennyMac,5.875%,6.058%,"$2,092.796",-1.542,"$2,907.5",Conventional,Wholesale
Orion Lending,5.875%,6.060%,"$2,092.796",-1.399,"$2,940",Conventional,Wholesale
Open Mortgage,5.875%,6.067%,"$2,092.796",-0.98,"$3,050",Conventional,Wholesale
TPO GO,5.875%,6.075%,"$2,092.796",-1.0789999999999935,"$3,177.5",Conventional,Wholesale
CMG Financial,5.875%,6.086%,"$2,092.796",-1.285,"$3,350",Conventional,Wholesale
Windsor Mortgage Solutions,5.875%,6.091%,"$2,092.796",-1.3530899999999946,"$3,429.8",Conventional,Wholesale
Union Home Mortgage,5.875%,6.125%,"$2,092.796",-0.9890000000000043,"$3,965",Conventional,Wholesale
HomeBridge Wholesale,5.875%,6.148%,"$2,092.796",-0.842,"$4,332.5",Conventional,Wholesale
AmWest Funding Corp,5.875%,5.948%,"$1,773.096",-1.986,"$1,472.5",Conventional,Wholesale
Sun West Mtg Co Wholesale,5.875%,6.017%,"$1,773.096",-1.1889,"$2,840.2",Conventional,Wholesale
"VIP Mortgage, Inc.",5.875%,6.020%,"$1,773.096",-1.3597400000000022,"$2,913.1",Conventional,Wholesale
Power TPO,5.875%,6.022%,"$1,773.096",-1.3930000000000007,"$2,955",Conventional,Wholesale
AFR Wholesale,5.875%,6.039%,"$1,773.096",-1.3089999999999975,"$3,280",Conventional,Wholesale
BluePoint Mortgage,5.875%,6.040%,"$1,773.096",-1.257,"$3,295",Conventional,Wholesale
Click n' Close,5.875%,6.040%,"$1,773.096",-1.21141,"$3,309",Conventional,Wholesale
The Loan Store LLC,5.875%,6.042%,"$1,773.096",-1.3850000000000051,"$3,350",Conventional,Wholesale
AD Mortgage,5.875%,6.045%,"$1,773.096",-1.2109999999999985,"$3,410",Conventional,Wholesale
New Wave Lending Group,5.875%,6.056%,"$1,773.096",-1.125,"$3,625",Conventional,Wholesale
CMG Financial,5.875%,6.058%,"$1,773.096",-1.159,"$3,665",Conventional,Wholesale
NewRez LLC,5.875%,6.058%,"$1,773.096",-0.604,"$3,670",Conventional,Wholesale
Nations Direct Mortgage,5.875%,6.064%,"$1,773.096",-0.861,"$3,785",Conventional,Wholesale
Loan Factory Direct - Rocket,5.875%,6.065%,"$1,773.096",-0.6560000000000059,"$3,797.5",Conventional,Wholesale
Rocket Pro,5.875%,6.065%,"$1,773.096",-0.6560000000000059,"$3,797.5",Conventional,Wholesale
TPO GO,5.875%,6.082%,"$1,773.096",-0.695999999999998,"$4,135",Conventional,Wholesale
"National Mortgage Service, Inc. (NMSI)",5.875%,6.088%,"$1,773.096",-0.875,"$4,250",Conventional,Wholesale
Eleven Mortgage,5.875%,6.089%,"$1,773.096",0.987,"$4,272.5",Conventional,Wholesale
"Paramount Residential Mortgage Group, Inc.",5.875%,6.098%,"$1,773.096",-0.695,"$4,450",Conventional,Wholesale
Kind Lending,5.875%,6.103%,"$1,773.096",-0.75827,"$4,541.8",Conventional,Wholesale
Loan Factory Direct - Kind Lending,5.875%,6.103%,"$1,773.096",-0.75827,"$4,541.8",Conventional,Wholesale
NexBank,5.875%,6.104%,"$1,773.096",-0.6996900000000039,"$4,568.3",Conventional,Wholesale
Pennymac TPO,5.875%,6.117%,"$1,773.096",-0.772,"$4,832.5",Conventional,Wholesale
Loan Factory Direct - PennyMac,5.875%,6.117%,"$1,773.096",-0.772,"$4,832.5",Conventional,Wholesale
Provident Funding,5.875%,6.135%,"$1,773.096",-0.75,"$5,187.5",Conventional,Wholesale
JMAC Lending Inc.,5.875%,6.137%,"$1,773.096",-0.48925,"$5,214.4",Conventional,Wholesale
Orion Lending,5.875%,6.147%,"$1,773.096",-0.409,"$5,415",Conventional,Wholesale
HomeBridge Wholesale,5.875%,6.156%,"$1,773.096",-0.338,"$5,592.5",Conventional,Wholesale
LoanStream Mortgage,5.875%,6.181%,"$1,773.096",0.15800000000000125,"$6,082.5",Conventional,Wholesale
Jet Advantage Mortgage,5.875%,6.181%,"$1,773.096",0.15800000000000125,"$6,082.5",Conventional,Wholesale
Forward Lending,5.875%,6.181%,"$1,773.096",0.15800000000000125,"$6,082.5",Conventional,Wholesale
Union Home Mortgage,5.875%,6.193%,"$1,773.096",-0.04999999999999716,"$6,312.5",Conventional,Wholesale
Windsor Mortgage Solutions,5.875%,6.362%,"$1,773.096",0.8511500000000041,"$9,565.4",Conventional,Wholesale
Open Mortgage,5.875%,6.406%,"$1,773.096",1.591,"$10,415",Conventional,Wholesale
Loan United Wholesale,5.875%,6.455%,"$1,773.096",1.9620000000000033,"$11,342.5",Conventional,Wholesale
CMG Financial,5.875%,6.565%,"$1,804.125",-1.658,$-517.9,FHA,Wholesale
Sun West Mtg Co Wholesale,5.875%,6.652%,"$1,804.125",-0.84563,"$1,166.9",FHA,Wholesale
Everstream Mortgage,5.875%,6.661%,"$1,804.125",0.609800000000007,"$1,346.1",FHA,Wholesale
Loan Factory Direct - PennyMac,5.875%,6.681%,"$1,804.125",-1.143,"$1,720.6",FHA,Wholesale
Pennymac TPO,5.875%,6.681%,"$1,804.125",-1.143,"$1,720.6",FHA,Wholesale
Loan United Wholesale,5.875%,6.706%,"$1,804.125",-1.6650000000000063,"$2,198.8",FHA,Wholesale
NewRez LLC,5.875%,6.721%,"$1,804.125",-0.601,"$2,481.1",FHA,Wholesale
AD Mortgage,5.875%,6.736%,"$1,804.125",-0.8910000000000053,"$2,768.5",FHA,Wholesale
Eleven Mortgage,5.875%,6.737%,"$1,804.125",1.2808,"$2,798.6",FHA,Wholesale
HomeBridge Wholesale,5.875%,6.746%,"$1,804.125",-0.763,"$2,967",FHA,Wholesale
NexBank,5.875%,6.748%,"$1,804.125",-0.7524899999999946,"$2,993.8",FHA,Wholesale
Open Mortgage,5.875%,6.751%,"$1,804.125",-0.85,"$3,063.6",FHA,Wholesale
Rocket Pro,5.875%,6.767%,"$1,804.125",-0.45600000000000307,"$3,366.3",FHA,Wholesale
Kind Lending,5.875%,6.767%,"$1,804.125",-0.60365,"$3,372.4",FHA,Wholesale
Loan Factory Direct - Kind Lending,5.875%,6.767%,"$1,804.125",-0.60365,"$3,372.4",FHA,Wholesale
AFR Wholesale,5.875%,6.781%,"$1,804.125",-0.6677099999999996,"$3,639.3",FHA,Wholesale
"VIP Mortgage, Inc.",5.875%,6.800%,"$1,804.125",-0.6981899999999968,"$3,984",FHA,Wholesale
Jet Advantage Mortgage,5.875%,6.809%,"$1,804.125",0.17900000000000205,"$4,154.9",FHA,Wholesale
Forward Lending,5.875%,6.809%,"$1,804.125",0.17900000000000205,"$4,154.9",FHA,Wholesale
Plaza Home Mortgage Inc.,5.875%,6.815%,"$1,804.125",-0.74728,"$4,278.8",FHA,Wholesale
CMG Financial,5.875%,6.303%,"$1,831.608",-1.408,$461.4,VA,Wholesale
Loan United Wholesale,5.875%,6.363%,"$1,831.608",-1.524000000000001,"$1,646.8",VA,Wholesale
Everstream Mortgage,5.875%,6.398%,"$1,831.608",0.8491999999999962,"$2,352.3",VA,Wholesale
Sun West Mtg Co Wholesale,5.875%,6.399%,"$1,831.608",-0.84563,"$2,365.7",VA,Wholesale
NewRez LLC,5.875%,6.413%,"$1,831.608",-0.611,"$2,641",VA,Wholesale
Pennymac TPO,5.875%,6.418%,"$1,831.608",-0.964,"$2,731.4",VA,Wholesale
Loan Factory Direct - PennyMac,5.875%,6.418%,"$1,831.608",-0.964,"$2,731.4",VA,Wholesale
Loan Factory Direct - Rocket,5.875%,6.433%,"$1,831.608",-0.46399999999999864,"$3,028.4",VA,Wholesale
Rocket Pro,5.875%,6.433%,"$1,831.608",-0.46399999999999864,"$3,028.4",VA,Wholesale
NexBank,5.875%,6.437%,"$1,831.608",-0.7080100000000016,"$3,108.5",VA,Wholesale
Open Mortgage,5.875%,6.468%,"$1,831.608",-0.6,"$3,710.2",VA,Wholesale
Eleven Mortgage,5.875%,6.472%,"$1,831.608",1.5051,"$3,787.9",VA,Wholesale
Kind Lending,5.875%,6.491%,"$1,831.608",-0.30365,"$4,152.7",VA,Wholesale
Loan Factory Direct - Kind Lending,5.875%,6.491%,"$1,831.608",-0.30365,"$4,152.7",VA,Wholesale
Plaza Home Mortgage Inc.,5.875%,6.513%,"$1,831.608",-0.63728,"$4,582.3",VA,Wholesale
Jet Advantage Mortgage,5.875%,6.539%,"$1,831.608",0.534000000000006,"$5,089.3",VA,Wholesale
Forward Lending,5.875%,6.539%,"$1,831.608",0.534000000000006,"$5,089.3",VA,Wholesale
The Loan Store LLC,5.875%,6.568%,"$1,831.608",0.125,"$5,647",VA,Wholesale
AFR Wholesale,5.875%,6.577%,"$1,831.608",0.32200000000000273,"$5,817.5",VA,Wholesale
CMG Financial,5.875%,6.396%,"$1,504.724",-1.658,$-517.9,FHA,Wholesale
Loan United Wholesale,5.875%,6.452%,"$1,504.724",-1.6650000000000063,$926.9,FHA,Wholesale
Power TPO,5.875%,6.461%,"$1,504.724",-1.225999999999999,"$1,153.3",FHA,Wholesale
Sun West Mtg Co Wholesale,5.875%,6.462%,"$1,504.724",-0.84563,"$1,166.9",FHA,Wholesale
Everstream Mortgage,5.875%,6.469%,"$1,504.724",0.609800000000007,"$1,346.1",FHA,Wholesale
"National Mortgage Service, Inc. (NMSI)",5.875%,6.471%,"$1,504.724",-1.5,"$1,410.2",FHA,Wholesale
AmWest Funding Corp,5.875%,6.473%,"$1,504.724",-1.363,"$1,440.8",FHA,Wholesale
AD Mortgage,5.875%,6.473%,"$1,504.724",-1.4080000000000013,"$1,453.4",FHA,Wholesale
HomeBridge Wholesale,5.875%,6.483%,"$1,504.724",-0.763,"$1,695.1",FHA,Wholesale
Loan Factory Direct - PennyMac,5.875%,6.484%,"$1,504.724",-1.143,"$1,720.6",FHA,Wholesale
Pennymac TPO,5.875%,6.484%,"$1,504.724",-1.143,"$1,720.6",FHA,Wholesale
NexBank,5.875%,6.503%,"$1,504.724",-1.0635599999999954,"$2,202.5",FHA,Wholesale
Open Mortgage,5.875%,6.512%,"$1,504.724",-1.1,"$2,427.7",FHA,Wholesale
Loan Factory Direct - Kind Lending,5.875%,6.513%,"$1,504.724",-0.96675,"$2,448.7",FHA,Wholesale
Kind Lending,5.875%,6.513%,"$1,504.724",-0.96675,"$2,448.7",FHA,Wholesale
AFR Wholesale,5.875%,6.513%,"$1,504.724",-0.8299999999999983,"$2,450.6",FHA,Wholesale
The Loan Store LLC,5.875%,6.513%,"$1,504.724",-1.108000000000004,"$2,470.9",FHA,Wholesale
NewRez LLC,5.875%,6.514%,"$1,504.724",-0.601,"$2,481.1",FHA,Wholesale
Rocket Pro,5.875%,6.514%,"$1,504.724",-0.8020000000000067,"$2,486.2",FHA,Wholesale
Eleven Mortgage,5.875%,6.519%,"$1,504.724",-1.10125,"$2,615.3",FHA,Wholesale
New Wave Lending Group,5.875%,6.522%,"$1,504.724",-1,"$2,682",FHA,Wholesale
Jet Advantage Mortgage,5.875%,6.527%,"$1,504.724",-0.34600000000000364,"$2,819.5",FHA,Wholesale
Forward Lending,5.875%,6.527%,"$1,504.724",-0.34600000000000364,"$2,819.5",FHA,Wholesale
TPO GO,5.875%,6.528%,"$1,504.724",-0.367999999999995,"$2,827.1",FHA,Wholesale
Orion Lending,5.875%,6.533%,"$1,504.724",-0.144,"$2,951.7",FHA,Wholesale
Plaza Home Mortgage Inc.,5.875%,6.535%,"$1,504.724",-0.74728,"$3,007",FHA,Wholesale
JMAC Lending Inc.,5.875%,6.545%,"$1,504.724",-0.64739,"$3,261.1",FHA,Wholesale
Click n' Close,5.875%,6.546%,"$1,504.724",-0.8007,"$3,278.1",FHA,Wholesale
"VIP Mortgage, Inc.",5.875%,6.547%,"$1,504.724",-0.9593700000000069,"$3,319.6",FHA,Wholesale
Windsor Mortgage Solutions,5.875%,6.550%,"$1,504.724",-0.9490299999999934,"$3,384.1",FHA,Wholesale
"Paramount Residential Mortgage Group, Inc.",5.875%,6.558%,"$1,504.724",-0.573,"$3,577.4",FHA,Wholesale
Union Home Mortgage,5.875%,6.699%,"$1,504.724",0.7489999999999952,"$7,067.5",FHA,Wholesale
CMG Financial,5.875%,6.196%,"$1,527.646",-1.408,$461.4,VA,Wholesale
Loan United Wholesale,5.875%,6.241%,"$1,527.646",-1.524000000000001,"$1,646.8",VA,Wholesale
AmWest Funding Corp,5.875%,6.261%,"$1,527.646",-1.063,"$2,191.7",VA,Wholesale
Everstream Mortgage,5.875%,6.268%,"$1,527.646",0.8491999999999962,"$2,352.3",VA,Wholesale
Sun West Mtg Co Wholesale,5.875%,6.268%,"$1,527.646",-0.84563,"$2,365.7",VA,Wholesale
NexBank,5.875%,6.269%,"$1,527.646",-0.9903800000000018,"$2,379.2",VA,Wholesale
Power TPO,5.875%,6.270%,"$1,527.646",-1.225999999999999,"$2,416.4",VA,Wholesale
NewRez LLC,5.875%,6.279%,"$1,527.646",-0.611,"$2,641",VA,Wholesale
Pennymac TPO,5.875%,6.282%,"$1,527.646",-0.964,"$2,731.4",VA,Wholesale
Loan Factory Direct - PennyMac,5.875%,6.282%,"$1,527.646",-0.964,"$2,731.4",VA,Wholesale
Eleven Mortgage,5.875%,6.285%,"$1,527.646",-0.98,"$2,793.4",VA,Wholesale
Loan Factory Direct - Rocket,5.875%,6.286%,"$1,527.646",-0.5360000000000014,"$2,842.5",VA,Wholesale
Rocket Pro,5.875%,6.286%,"$1,527.646",-0.5360000000000014,"$2,842.5",VA,Wholesale
AFR Wholesale,5.875%,6.287%,"$1,527.646",-0.6500000000000057,"$2,865.7",VA,Wholesale
The Loan Store LLC,5.875%,6.290%,"$1,527.646",-0.929000000000002,"$2,925.1",VA,Wholesale
TPO GO,5.875%,6.291%,"$1,527.646",-0.31799999999999784,"$2,953.6",VA,Wholesale
Open Mortgage,5.875%,6.295%,"$1,527.646",-0.85,"$3,064.6",VA,Wholesale
Plaza Home Mortgage Inc.,5.875%,6.304%,"$1,527.646",-0.63728,"$3,291.1",VA,Wholesale
Kind Lending,5.875%,6.306%,"$1,527.646",-0.61365,"$3,352.1",VA,Wholesale
Loan Factory Direct - Kind Lending,5.875%,6.306%,"$1,527.646",-0.61365,"$3,352.1",VA,Wholesale
Orion Lending,5.875%,6.308%,"$1,527.646",-0.094,"$3,402.8",VA,Wholesale
Click n' Close,5.875%,6.309%,"$1,527.646",-0.7408,"$3,437",VA,Wholesale
Jet Advantage Mortgage,5.875%,6.311%,"$1,527.646",-0.09099999999999397,"$3,475.2",VA,Wholesale
