# Generated on: 2025-06-27T22:43:06.894Z
# Search Parameters: {"propertyValue":500000,"downPayment":250000,"loanAmount":850000,"creditScore":760,"propertyType":"single_family","occupancy":"primary","zipCode":"94949"}
# File Type: mortgage_rates

Lender,Rate,APR,Payment,Points,Upfront_Costs,Loan_Type,Quote_Type
LoanStream Mortgage,6.375%,6.494%,"$1,559.675",-1.0409999999999968,"$3,085",Conventional,Wholesale
Jet Advantage Mortgage,6.375%,6.494%,"$1,559.675",-1.0409999999999968,"$3,085",Conventional,Wholesale
Forward Lending,6.375%,6.494%,"$1,559.675",-1.0409999999999968,"$3,085",Conventional,Wholesale
The Loan Store LLC,6.375%,6.496%,"$1,559.675",-1.2319999999999993,"$3,130",Conventional,Wholesale
BluePoint Mortgage,6.375%,6.496%,"$1,559.675",-1.319,"$3,140",Conventional,Wholesale
Windsor Mortgage Solutions,6.375%,6.502%,"$1,559.675",-1.408770000000004,"$3,290.6",Conventional,Wholesale
Loan Factory Direct - Rocket,6.375%,6.507%,"$1,559.675",-0.7099999999999937,"$3,412.5",Conventional,Wholesale
Rocket Pro,6.375%,6.507%,"$1,559.675",-0.7099999999999937,"$3,412.5",Conventional,Wholesale
AFR Wholesale,6.375%,6.510%,"$1,559.675",-1.2249999999999943,"$3,490",Conventional,Wholesale
Nations Direct Mortgage,6.375%,6.516%,"$1,559.675",-0.917,"$3,645",Conventional,Wholesale
CMG Financial,6.375%,6.517%,"$1,559.675",-1.152,"$3,682.5",Conventional,Wholesale
Kind Lending,6.375%,6.521%,"$1,559.675",-1.06586,"$3,772.8",Conventional,Wholesale
Loan Factory Direct - Kind Lending,6.375%,6.521%,"$1,559.675",-1.06586,"$3,772.8",Conventional,Wholesale
JMAC Lending Inc.,6.375%,6.523%,"$1,559.675",-0.91995,"$3,825.1",Conventional,Wholesale
HomeBridge Wholesale,6.375%,6.528%,"$1,559.675",-0.987,"$3,970",Conventional,Wholesale
"Paramount Residential Mortgage Group, Inc.",6.375%,6.533%,"$1,559.675",-0.841,"$4,085",Conventional,Wholesale
Orion Lending,6.375%,6.537%,"$1,559.675",-0.901,"$4,185",Conventional,Wholesale
Plaza Home Mortgage Inc.,6.375%,6.540%,"$1,559.675",-0.87222,"$4,257",Conventional,Wholesale
TPO GO,6.375%,6.566%,"$1,559.675",-0.3810000000000002,"$4,922.5",Conventional,Wholesale
Open Mortgage,6.375%,6.620%,"$1,559.675",-0.057,"$6,295",Conventional,Wholesale
Union Home Mortgage,6.375%,6.620%,"$1,559.675",-0.05299999999999727,"$6,305",Conventional,Wholesale
Guaranteed Rate,6.375%,6.629%,"$1,559.67",0.555,"$11,159.8",Conventional,Retail
AimLoan.com,6.375%,6.413%,"$1,560",0,$995,Conventional,Retail
District Lending,6.375%,6.423%,"$1,560",0,"$1,250",Conventional,Retail
PenFed Credit Union,6.375%,6.475%,"$1,560",0.25,"$2,620",Conventional,Retail
Chase Bank,6.490%,6.652%,"$2,170.196",0.991,"$3,072.5",Conventional,Retail
"Tomo Mortgage, LLC.",6.490%,6.490%,"$1,579",0,"$4,081",Conventional,Retail
"Tomo Mortgage, LLC.",6.490%,6.490%,"$1,579",0,N/A,Conventional,Retail
"Tomo Mortgage, LLC.",6.490%,6.610%,"$1,579",0,"$3,125",VA,Retail
"Tomo Mortgage, LLC.",6.490%,7.644%,"$1,579",0,"$4,375",FHA,Retail
Sage Home Loans,6.495%,6.534%,"$1,579.35",0,"$1,021.5",Conventional,Retail
Sage Home Loans,6.500%,6.621%,"$1,599.92",0,"$3,125",VA,Retail
Alliant Credit Union,6.500%,6.509%,"$1,580.17",0,$242.5,Conventional,Retail
Chase Bank,6.500%,6.667%,"$2,171.836",1.032,"$4,275",Conventional,Retail
Us Bank,6.500%,6.788%,"$2,177.77",0.93,"$10,513.41",Conventional,Retail
Click n' Close,6.500%,6.512%,"$1,580.17",-1.69761,$318.5,Conventional,Wholesale
Loan United Wholesale,6.500%,6.528%,"$1,580.17",-2.2890000000000015,$715,Conventional,Wholesale
Provident Funding,6.500%,6.531%,"$1,580.17",-2.5,$812.5,Conventional,Wholesale
AmWest Funding Corp,6.500%,6.537%,"$1,580.17",-2.194,$952.5,Conventional,Wholesale
AD Mortgage,6.500%,6.540%,"$1,580.17",-1.9140000000000015,"$1,027.5",Conventional,Wholesale
"VIP Mortgage, Inc.",6.500%,6.542%,"$1,580.17",-2.087469999999996,"$1,093.8",Conventional,Wholesale
NewRez LLC,6.500%,6.547%,"$1,580.17",-1.304,"$1,207.5",Conventional,Wholesale
Sun West Mtg Co Wholesale,6.500%,6.554%,"$1,580.17",-1.7608,"$1,410.5",Conventional,Wholesale
Eleven Mortgage,6.500%,6.557%,"$1,580.17",-0.132,"$1,475",Conventional,Wholesale
NexBank,6.500%,6.558%,"$1,580.17",-1.3856799999999936,"$1,510.8",Conventional,Wholesale
Power TPO,6.500%,6.560%,"$1,580.17",-1.9569999999999936,"$1,545",Conventional,Wholesale
Everstream Mortgage,6.500%,6.565%,"$1,580.17",-0.8992999999999967,"$1,689.3",Conventional,Wholesale
New Wave Lending Group,6.500%,6.568%,"$1,580.17",-1.875,"$1,750",Conventional,Wholesale
"National Mortgage Service, Inc. (NMSI)",6.500%,6.568%,"$1,580.17",-1.875,"$1,750",Conventional,Wholesale
LoanStream Mortgage,6.500%,6.574%,"$1,580.17",-1.5100000000000051,"$1,912.5",Conventional,Wholesale
Jet Advantage Mortgage,6.500%,6.574%,"$1,580.17",-1.5100000000000051,"$1,912.5",Conventional,Wholesale
Forward Lending,6.500%,6.574%,"$1,580.17",-1.5100000000000051,"$1,912.5",Conventional,Wholesale
Pennymac TPO,6.500%,6.574%,"$1,580.17",-1.938,"$1,917.5",Conventional,Wholesale
Loan Factory Direct - PennyMac,6.500%,6.574%,"$1,580.17",-1.938,"$1,917.5",Conventional,Wholesale
BluePoint Mortgage,6.500%,6.576%,"$1,580.17",-1.787,"$1,970",Conventional,Wholesale
The Loan Store LLC,6.500%,6.578%,"$1,580.17",-1.6779999999999973,"$2,015",Conventional,Wholesale
Windsor Mortgage Solutions,6.500%,6.584%,"$1,580.17",-1.8565200000000033,"$2,171.2",Conventional,Wholesale
AFR Wholesale,6.500%,6.592%,"$1,580.17",-1.6710000000000065,"$2,375",Conventional,Wholesale
Loan Factory Direct - Rocket,6.500%,6.593%,"$1,580.17",-1.117999999999995,"$2,392.5",Conventional,Wholesale
Rocket Pro,6.500%,6.593%,"$1,580.17",-1.117999999999995,"$2,392.5",Conventional,Wholesale
CMG Financial,6.500%,6.599%,"$1,580.17",-1.608,"$2,542.5",Conventional,Wholesale
Nations Direct Mortgage,6.500%,6.599%,"$1,580.17",-1.357,"$2,545",Conventional,Wholesale
JMAC Lending Inc.,6.500%,6.602%,"$1,580.17",-1.40165,"$2,620.9",Conventional,Wholesale
"Paramount Residential Mortgage Group, Inc.",6.500%,6.607%,"$1,580.17",-1.367,"$2,770",Conventional,Wholesale
HomeBridge Wholesale,6.500%,6.609%,"$1,580.17",-1.456,"$2,797.5",Conventional,Wholesale
Kind Lending,6.500%,6.609%,"$1,580.17",-1.44904,"$2,814.9",Conventional,Wholesale
Loan Factory Direct - Kind Lending,6.500%,6.609%,"$1,580.17",-1.44904,"$2,814.9",Conventional,Wholesale
Orion Lending,6.500%,6.618%,"$1,580.17",-1.364,"$3,027.5",Conventional,Wholesale
Plaza Home Mortgage Inc.,6.500%,6.619%,"$1,580.17",-1.34442,"$3,076.5",Conventional,Wholesale
TPO GO,6.500%,6.648%,"$1,580.17",-0.8329999999999984,"$3,792.5",Conventional,Wholesale
Union Home Mortgage,6.500%,6.699%,"$1,580.17",-0.5370000000000061,"$5,095",Conventional,Wholesale
Open Mortgage,6.500%,6.702%,"$1,580.17",-0.508,"$5,167.5",Conventional,Wholesale
PenFed Credit Union,6.500%,6.577%,"$1,581",0,"$1,995",Conventional,Retail
Guaranteed Rate,6.525%,6.659%,"$1,584.28",-0.071,"$9,644.07",Conventional,Retail
Mutual of Omaha Mortgage,6.625%,6.669%,"$1,600.78",0,"$1,120.5",Conventional,Retail
loanDepot ,6.625%,6.754%,"$1,600.78",0.644,"$3,300",Conventional,Retail
Us Bank,6.625%,6.803%,"$1,600.78",0.95,"$8,393.92",Conventional,Retail
First Federal Bank,6.625%,6.746%,"$1,601",0,"$7,206",Conventional,Retail
Click n' Close,6.625%,6.595%,"$1,600.777",-2.13756,$-781.4,Conventional,Wholesale
Loan United Wholesale,6.625%,6.609%,"$1,600.777",-2.7379999999999995,$-407.5,Conventional,Wholesale
AD Mortgage,6.625%,6.620%,"$1,600.777",-2.3739999999999952,$-122.5,Conventional,Wholesale
Eleven Mortgage,6.625%,6.622%,"$1,600.777",-0.753,$-77.5,Conventional,Wholesale
"VIP Mortgage, Inc.",6.625%,6.622%,"$1,600.777",-2.5524800000000027,$-68.7,Conventional,Wholesale
AmWest Funding Corp,6.625%,6.625%,"$1,600.777",-2.573,$5,Conventional,Wholesale
The Loan Store LLC,6.625%,6.627%,"$1,600.777",-2.3289999999999935,$55,Conventional,Wholesale
Provident Funding,6.625%,6.632%,"$1,600.777",-2.75,$187.5,Conventional,Wholesale
NewRez LLC,6.625%,6.635%,"$1,600.777",-1.68,$267.5,Conventional,Wholesale
Sun West Mtg Co Wholesale,6.625%,6.637%,"$1,600.777",-2.2033,$304.2,Conventional,Wholesale
Power TPO,6.625%,6.641%,"$1,600.777",-2.412000000000006,$407.5,Conventional,Wholesale
NexBank,6.625%,6.641%,"$1,600.777",-1.8225599999999957,$418.6,Conventional,Wholesale
Everstream Mortgage,6.625%,6.650%,"$1,600.777",-1.3158999999999992,$647.8,Conventional,Wholesale
Pennymac TPO,6.625%,6.656%,"$1,600.777",-2.387,$795,Conventional,Wholesale
Loan Factory Direct - PennyMac,6.625%,6.656%,"$1,600.777",-2.387,$795,Conventional,Wholesale
New Wave Lending Group,6.625%,6.657%,"$1,600.777",-2.25,$812.5,Conventional,Wholesale
"National Mortgage Service, Inc. (NMSI)",6.625%,6.657%,"$1,600.777",-2.25,$812.5,Conventional,Wholesale
BluePoint Mortgage,6.625%,6.659%,"$1,600.777",-2.23,$862.5,Conventional,Wholesale
LoanStream Mortgage,6.625%,6.669%,"$1,600.777",-1.8269999999999982,"$1,120",Conventional,Wholesale
Jet Advantage Mortgage,6.625%,6.669%,"$1,600.777",-1.8269999999999982,"$1,120",Conventional,Wholesale
Forward Lending,6.625%,6.669%,"$1,600.777",-1.8269999999999982,"$1,120",Conventional,Wholesale
Windsor Mortgage Solutions,6.625%,6.670%,"$1,600.777",-2.2672699999999963,"$1,144.3",Conventional,Wholesale
AFR Wholesale,6.625%,6.670%,"$1,600.777",-2.1565099999999973,"$1,161.2",Conventional,Wholesale
Nations Direct Mortgage,6.625%,6.675%,"$1,600.777",-1.856,"$1,297.5",Conventional,Wholesale
Orion Lending,6.625%,6.677%,"$1,600.777",-2.042,"$1,332.5",Conventional,Wholesale
CMG Financial,6.625%,6.683%,"$1,600.777",-2.027,"$1,495",Conventional,Wholesale
Plaza Home Mortgage Inc.,6.625%,6.683%,"$1,600.777",-1.97428,"$1,501.8",Conventional,Wholesale
JMAC Lending Inc.,6.625%,6.685%,"$1,600.777",-1.83665,"$1,533.4",Conventional,Wholesale
Loan Factory Direct - Rocket,6.625%,6.687%,"$1,600.777",-1.4429999999999978,"$1,580",Conventional,Wholesale
Rocket Pro,6.625%,6.687%,"$1,600.777",-1.4429999999999978,"$1,580",Conventional,Wholesale
"Paramount Residential Mortgage Group, Inc.",6.625%,6.689%,"$1,600.777",-1.817,"$1,645",Conventional,Wholesale
HomeBridge Wholesale,6.625%,6.694%,"$1,600.777",-1.867,"$1,770",Conventional,Wholesale
Kind Lending,6.625%,6.694%,"$1,600.777",-1.86488,"$1,775.3",Conventional,Wholesale
Loan Factory Direct - Kind Lending,6.625%,6.694%,"$1,600.777",-1.86488,"$1,775.3",Conventional,Wholesale
TPO GO,6.625%,6.713%,"$1,600.777",-1.4500000000000028,"$2,250",Conventional,Wholesale
Open Mortgage,6.625%,6.769%,"$1,600.777",-1.108,"$3,667.5",Conventional,Wholesale
Union Home Mortgage,6.625%,6.780%,"$1,600.777",-0.992999999999995,"$3,955",Conventional,Wholesale
First Federal Bank,6.625%,6.746%,"$1,601",0,"$3,125",VA,Retail
Chase Bank,6.750%,7.073%,"$2,213.166",1.0739999999999998,"$4,380",Conventional,Retail
Provident Funding,6.750%,6.709%,"$1,621.495",-3.25,"$-1,062.5",Conventional,Wholesale
Loan United Wholesale,6.750%,6.709%,"$1,621.495",-2.9980000000000047,"$-1,057.5",Conventional,Wholesale
Click n' Close,6.750%,6.712%,"$1,621.495",-2.21635,$-978.4,Conventional,Wholesale
Power TPO,6.750%,6.720%,"$1,621.495",-2.8799999999999955,$-762.5,Conventional,Wholesale
AmWest Funding Corp,6.750%,6.722%,"$1,621.495",-2.861,$-715,Conventional,Wholesale
Eleven Mortgage,6.750%,6.723%,"$1,621.495",-0.996,$-685,Conventional,Wholesale
"VIP Mortgage, Inc.",6.750%,6.728%,"$1,621.495",-2.7460499999999968,$-552.6,Conventional,Wholesale
AD Mortgage,6.750%,6.729%,"$1,621.495",-2.5460000000000065,$-552.5,Conventional,Wholesale
Everstream Mortgage,6.750%,6.729%,"$1,621.495",-1.7887000000000057,$-534.3,Conventional,Wholesale
Pennymac TPO,6.750%,6.730%,"$1,621.495",-2.911,$-515,Conventional,Wholesale
Loan Factory Direct - PennyMac,6.750%,6.730%,"$1,621.495",-2.911,$-515,Conventional,Wholesale
The Loan Store LLC,6.750%,6.730%,"$1,621.495",-2.4549999999999983,$-505,Conventional,Wholesale
Sun West Mtg Co Wholesale,6.750%,6.735%,"$1,621.495",-2.475,$-375,Conventional,Wholesale
NexBank,6.750%,6.739%,"$1,621.495",-1.9823200000000014,$-293.3,Conventional,Wholesale
NewRez LLC,6.750%,6.746%,"$1,621.495",-1.681,$-112.5,Conventional,Wholesale
BluePoint Mortgage,6.750%,6.755%,"$1,621.495",-2.525,$125,Conventional,Wholesale
Windsor Mortgage Solutions,6.750%,6.755%,"$1,621.495",-2.6736800000000045,$128.3,Conventional,Wholesale
LoanStream Mortgage,6.750%,6.757%,"$1,621.495",-2.201999999999998,$182.5,Conventional,Wholesale
Jet Advantage Mortgage,6.750%,6.757%,"$1,621.495",-2.201999999999998,$182.5,Conventional,Wholesale
Forward Lending,6.750%,6.757%,"$1,621.495",-2.201999999999998,$182.5,Conventional,Wholesale
New Wave Lending Group,6.750%,6.757%,"$1,621.495",-2.5,$187.5,Conventional,Wholesale
"National Mortgage Service, Inc. (NMSI)",6.750%,6.770%,"$1,621.495",-2.375,$500,Conventional,Wholesale
Loan Factory Direct - Rocket,6.750%,6.773%,"$1,621.495",-1.8379999999999939,$592.5,Conventional,Wholesale
Rocket Pro,6.750%,6.773%,"$1,621.495",-1.8379999999999939,$592.5,Conventional,Wholesale
CMG Financial,6.750%,6.783%,"$1,621.495",-2.287,$845,Conventional,Wholesale
AFR Wholesale,6.750%,6.783%,"$1,621.495",-2.2789999999999964,$855,Conventional,Wholesale
Orion Lending,6.750%,6.786%,"$1,621.495",-2.209,$915,Conventional,Wholesale
Nations Direct Mortgage,6.750%,6.791%,"$1,621.495",-1.961,"$1,035",Conventional,Wholesale
JMAC Lending Inc.,6.750%,6.791%,"$1,621.495",-2.03525,"$1,036.9",Conventional,Wholesale
HomeBridge Wholesale,6.750%,6.794%,"$1,621.495",-2.131,"$1,110",Conventional,Wholesale
Kind Lending,6.750%,6.795%,"$1,621.495",-2.11255,"$1,156.1",Conventional,Wholesale
Loan Factory Direct - Kind Lending,6.750%,6.795%,"$1,621.495",-2.11255,"$1,156.1",Conventional,Wholesale
Plaza Home Mortgage Inc.,6.750%,6.799%,"$1,621.495",-2.07718,"$1,244.6",Conventional,Wholesale
"Paramount Residential Mortgage Group, Inc.",6.750%,6.807%,"$1,621.495",-1.892,"$1,457.5",Conventional,Wholesale
TPO GO,6.750%,6.819%,"$1,621.495",-1.649000000000001,"$1,752.5",Conventional,Wholesale
Union Home Mortgage,6.750%,6.868%,"$1,621.495",-1.3739999999999952,"$3,002.5",Conventional,Wholesale
Open Mortgage,6.750%,6.884%,"$1,621.495",-1.216,"$3,397.5",Conventional,Wholesale
Us Bank,6.875%,7.088%,"$1,919.53",0.775,"$9,154.95",Conventional,Retail
loanDepot ,6.990%,7.038%,"$1,661.58",0,"$1,200",Conventional,Retail
Chase Bank,7.000%,7.197%,"$2,254.926",1.072,"$4,375",Conventional,Retail
Chase Bank,7.125%,7.256%,"$2,275.966",0.972,"$4,125",Conventional,Retail
Us Bank,7.125%,7.165%,"$4,965.06",1,"$5,626.05",Conventional,Retail
Us Bank,7.250%,9.126%,"$2,282.16",5.843,"$17,159.33",FHA,Retail
Us Bank,7.250%,8.754%,"$2,282.16",5.718,"$16,756.77",VA,Retail
PenFed Credit Union,7.375%,7.565%,"$2,300",0.375,"$2,932",Conventional,Retail
PenFed Credit Union,7.500%,7.630%,"$2,318",0,"$1,995",Conventional,Retail
