# Generated on: 2025-06-27T22:26:37.051Z
# Search Parameters: {"propertyValue":650000,"downPayment":150000,"creditScore":750,"propertyType":"single_family","occupancy":"primary","zipCode":"44053"}
# File Type: mortgage_rates

Lender,Rate,APR,Payment,Points,Upfront_Costs,Loan_Type,Quote_Type
Sebonic,5.875%,5.875%,"$4,190",0,N/A,Conventional,Retail
"Tomo Mortgage, LLC.",5.875%,5.990%,"$2,961",0,"$6,256",VA,Retail
PenFed Credit Union,5.875%,7.083%,"$2,961",0,"$10,754",FHA,Retail
PenFed Credit Union,5.875%,6.043%,"$2,961",0.375,"$9,128",VA,Retail
PenFed Credit Union,5.875%,6.001%,"$3,550",0.625,"$5,123",Conventional,Retail
"Reliant Home Funding, Inc.",5.875%,6.003%,"$2,961",0.993,"$6,965",Conventional,Retail
"Tomo Mortgage, LLC.",5.875%,6.028%,"$2,961",1.657,"$8,293",Conventional,Retail
Bison State Bank,5.875%,6.054%,"$2,961",1.937,"$9,695",Conventional,Retail
"Mutual of Omaha Mortgage, Inc.",5.875%,6.167%,"$2,961",1.784,"$15,885",VA,Retail
"Mutual of Omaha Mortgage, Inc.",5.875%,7.217%,"$2,961",1.784,"$18,388",FHA,Retail
NBKC Bank,5.875%,6.097%,"$2,961",2.414,"$12,082",Conventional,Retail
Sebonic,5.875%,6.131%,"$2,961",2.784,"$13,934",Conventional,Retail
"HSBC Bank USA, N.A.",5.875%,6.132%,"$2,961",2.553,"$14,105",Conventional,Retail
Garden State Home Loans - HE,5.990%,6.081%,"$2,997.53",0,"$4,842.03",VA,Retail
Garden State Home Loans - HE,5.990%,6.510%,"$3,206.07",0,"$7,034.22",FHA,Retail
Sage Home Loans,5.990%,6.545%,"$3,258.53",0,"$8,758.75",FHA,Retail
Tomo,5.990%,6.508%,"$3,258",0,"$8,899",FHA,Retail
Tomo,5.990%,6.162%,"$2,998",1.588,"$9,447",Conventional,Retail
Garden State Home Loans - HE,5.990%,6.177%,"$2,997.53",1.816,"$9,897.08",Conventional,Retail
"Mutual of Omaha Mortgage, Inc.",5.990%,6.177%,"$2,998",1.875,"$24,058.475",Conventional,Retail
Guaranteed Rate,5.990%,6.435%,"$2,997.53",1.988,"$19,513.04",Conventional,Retail
"Tomo Mortgage, LLC.",5.990%,7.231%,"$2,998",0.808,"$12,803",FHA,Retail
"Mutual of Omaha Mortgage, Inc.",5.990%,6.154%,"$2,998",1.625,"$8,833",Conventional,Retail
NBKC Bank,5.990%,6.174%,"$2,998",1.985,"$9,935",Conventional,Retail
Sebonic,5.990%,6.284%,"$2,998",1.931,"$15,921",VA,Retail
Sebonic,5.990%,7.330%,"$2,998",1.931,"$18,423",FHA,Retail
Sage Home Loans,5.995%,6.186%,"$2,999.14",1.714,"$10,072.57",Conventional,Retail
Optimum First Mortgage,5.998%,6.103%,"$3,000.11",0.714,"$5,568.57",Conventional,Retail
Alliant Credit Union,6.000%,6.541%,"$3,209.29",0,"$8,082.12",FHA,Retail
Us Bank,6.000%,6.586%,"$7,311.58",0.845,"$9,864.995",Conventional,Retail
Chase Bank,6.000%,6.428%,"$5,696.834",1.1400000000000001,"$6,300.7",Conventional,Retail
PenFed Credit Union,6.000%,6.135%,"$3,001",0,"$11,841.1",Conventional,Retail
Everstream Mortgage,6.000%,5.898%,"$4,223.503",-0.9458000000000055,"$-3,285.6",Conventional,Wholesale
Open Mortgage,6.000%,6.059%,"$4,223.503",-1.285,"$1,873.6",Conventional,Wholesale
Sun West Mtg Co Wholesale,6.000%,6.195%,"$4,223.503",-2.549,"$6,182.9",Conventional,Wholesale
NewRez LLC,6.000%,6.246%,"$4,223.503",-1.983,"$7,804.5",Conventional,Wholesale
Provident Funding,6.000%,6.262%,"$4,223.503",-2.625,"$8,305",Conventional,Wholesale
BluePoint Mortgage,6.000%,6.269%,"$4,223.503",-2.331,"$8,525.2",Conventional,Wholesale
"VIP Mortgage, Inc.",6.000%,6.271%,"$4,223.503",-2.1892500000000013,"$8,584",Conventional,Wholesale
"Paramount Residential Mortgage Group, Inc.",6.000%,6.279%,"$4,223.503",-1.922,"$8,820.5",Conventional,Wholesale
New Wave Lending Group,6.000%,6.282%,"$4,223.503",-2.25,"$8,930.6",Conventional,Wholesale
"National Mortgage Service, Inc. (NMSI)",6.000%,6.282%,"$4,223.503",-2.25,"$8,930.6",Conventional,Wholesale
The Loan Store LLC,6.000%,6.293%,"$4,223.503",-2.3859999999999957,"$9,251",Conventional,Wholesale
AD Mortgage,6.000%,6.295%,"$4,223.503",-2.173000000000002,"$9,316",Conventional,Wholesale
Power TPO,6.000%,6.298%,"$4,223.503",-2.0829999999999984,"$9,416.1",Conventional,Wholesale
Click n' Close,6.000%,6.301%,"$4,223.503",-2.10363,"$9,513",Conventional,Wholesale
Plaza Home Mortgage Inc.,6.000%,6.301%,"$4,223.503",-2.00833,"$9,514.6",Conventional,Wholesale
Pennymac TPO,6.000%,6.304%,"$4,223.503",-2.128,"$9,591.3",Conventional,Wholesale
Loan Factory Direct - PennyMac,6.000%,6.304%,"$4,223.503",-2.128,"$9,591.3",Conventional,Wholesale
Loan United Wholesale,6.000%,6.311%,"$4,223.503",-1.9449999999999932,"$9,831.6",Conventional,Wholesale
AFR Wholesale,6.000%,6.313%,"$4,223.503",-1.9000000000000057,"$9,876.6",Conventional,Wholesale
Eleven Mortgage,6.000%,6.321%,"$4,223.503",-0.933,"$10,146.8",Conventional,Wholesale
Kind Lending,6.000%,6.328%,"$4,223.503",-1.76745,"$10,344.8",Conventional,Wholesale
Loan Factory Direct - Kind Lending,6.000%,6.328%,"$4,223.503",-1.76745,"$10,344.8",Conventional,Wholesale
AmWest Funding Corp,6.000%,6.332%,"$4,223.503",-1.942,"$10,472.2",Conventional,Wholesale
Nations Direct Mortgage,6.000%,6.340%,"$4,223.503",-1.693,"$10,717.4",Conventional,Wholesale
JMAC Lending Inc.,6.000%,6.340%,"$4,223.503",-1.89195,"$10,722.7",Conventional,Wholesale
Windsor Mortgage Solutions,6.000%,6.349%,"$4,223.503",-1.8336299999999994,"$11,014.6",Conventional,Wholesale
CMG Financial,6.000%,6.372%,"$4,223.503",-1.393,"$11,718.4",Conventional,Wholesale
NexBank,6.000%,6.372%,"$4,223.503",-1.7995300000000043,"$11,720.8",Conventional,Wholesale
TPO GO,6.000%,6.384%,"$4,223.503",-1.3970000000000056,"$12,073.7",Conventional,Wholesale
Orion Lending,6.000%,6.391%,"$4,223.503",-1.727,"$12,299",Conventional,Wholesale
LoanStream Mortgage,6.000%,6.418%,"$4,223.503",-1.1089999999999947,"$13,139.9",Conventional,Wholesale
Jet Advantage Mortgage,6.000%,6.418%,"$4,223.503",-1.1089999999999947,"$13,139.9",Conventional,Wholesale
Forward Lending,6.000%,6.418%,"$4,223.503",-1.1089999999999947,"$13,139.9",Conventional,Wholesale
Union Home Mortgage,6.000%,6.432%,"$4,223.503",-1.3250000000000028,"$13,560.3",Conventional,Wholesale
HomeBridge Wholesale,6.000%,6.457%,"$4,223.503",-1.167,"$14,351.1",Conventional,Wholesale
Everstream Mortgage,6.000%,6.622%,"$3,648.482",0.046599999999997976,"$-3,694.1",FHA,Wholesale
Pennymac TPO,6.000%,6.665%,"$3,648.482",-1.596,"$-2,026.9",FHA,Wholesale
Loan Factory Direct - PennyMac,6.000%,6.665%,"$3,648.482",-1.596,"$-2,026.9",FHA,Wholesale
Sun West Mtg Co Wholesale,6.000%,6.668%,"$3,648.482",-1.14187,"$-1,878.5",FHA,Wholesale
Loan United Wholesale,6.000%,6.686%,"$3,648.482",-2.108000000000004,"$-1,196.8",FHA,Wholesale
NewRez LLC,6.000%,6.700%,"$3,648.482",-1.236,$-667.1,FHA,Wholesale
AFR Wholesale,6.000%,6.703%,"$3,648.482",-1.2207099999999969,$-533.3,FHA,Wholesale
Eleven Mortgage,6.000%,6.708%,"$3,648.482",0.8075,$-328.4,FHA,Wholesale
Loan Factory Direct - Kind Lending,6.000%,6.723%,"$3,648.482",-1.15569,$215.5,FHA,Wholesale
Kind Lending,6.000%,6.723%,"$3,648.482",-1.15569,$215.5,FHA,Wholesale
AD Mortgage,6.000%,6.739%,"$3,648.482",-1.2780000000000058,$865.8,FHA,Wholesale
HomeBridge Wholesale,6.000%,6.740%,"$3,648.482",-1.223,$891.3,FHA,Wholesale
Open Mortgage,6.000%,6.751%,"$3,648.482",-1.266,"$1,308.8",FHA,Wholesale
"VIP Mortgage, Inc.",6.000%,6.757%,"$3,648.482",-1.226690000000005,"$1,534.5",FHA,Wholesale
NexBank,6.000%,6.757%,"$3,648.482",-1.0920399999999972,"$1,558.2",FHA,Wholesale
Plaza Home Mortgage Inc.,6.000%,6.780%,"$3,648.482",-1.29353,"$2,441.8",FHA,Wholesale
Jet Advantage Mortgage,6.000%,6.784%,"$3,648.482",-0.4170000000000016,"$2,576.9",FHA,Wholesale
Forward Lending,6.000%,6.784%,"$3,648.482",-0.4170000000000016,"$2,576.9",FHA,Wholesale
Everstream Mortgage,6.000%,6.326%,"$3,704.067",0.10299999999999443,"$-3,198.9",VA,Wholesale
Loan United Wholesale,6.000%,6.351%,"$3,704.067",-2.0619999999999976,"$-2,190.7",VA,Wholesale
Pennymac TPO,6.000%,6.371%,"$3,704.067",-1.62,"$-1,404.8",VA,Wholesale
Loan Factory Direct - PennyMac,6.000%,6.371%,"$3,704.067",-1.62,"$-1,404.8",VA,Wholesale
NewRez LLC,6.000%,6.380%,"$3,704.067",-1.246,"$-1,037.7",VA,Wholesale
Eleven Mortgage,6.000%,6.414%,"$3,704.067",0.8789,$295.7,VA,Wholesale
Sun West Mtg Co Wholesale,6.000%,6.419%,"$3,704.067",-1.14187,$498.4,VA,Wholesale
NexBank,6.000%,6.453%,"$3,704.067",-1.0355600000000038,"$1,823.7",VA,Wholesale
Open Mortgage,6.000%,6.471%,"$3,704.067",-1.016,"$2,571",VA,Wholesale
Kind Lending,6.000%,6.479%,"$3,704.067",-0.68569,"$2,857",VA,Wholesale
Loan Factory Direct - Kind Lending,6.000%,6.479%,"$3,704.067",-0.68569,"$2,857",VA,Wholesale
Plaza Home Mortgage Inc.,6.000%,6.482%,"$3,704.067",-1.18353,"$2,997.5",VA,Wholesale
Jet Advantage Mortgage,6.000%,6.518%,"$3,704.067",-0.06199999999999761,"$4,401.2",VA,Wholesale
Forward Lending,6.000%,6.518%,"$3,704.067",-0.06199999999999761,"$4,401.2",VA,Wholesale
AFR Wholesale,6.000%,6.579%,"$3,704.067",0.10099999999999909,"$6,758.9",VA,Wholesale
The Loan Store LLC,6.000%,6.613%,"$3,704.067",0,"$8,082.4",VA,Wholesale
Loan United Wholesale,6.000%,6.470%,"$3,053.259",-2.108000000000004,"$-3,743.1",FHA,Wholesale
Everstream Mortgage,6.000%,6.471%,"$3,053.259",0.046599999999997976,"$-3,694.1",FHA,Wholesale
AmWest Funding Corp,6.000%,6.496%,"$3,053.259",-1.869,"$-2,398.5",FHA,Wholesale
Pennymac TPO,6.000%,6.503%,"$3,053.259",-1.596,"$-2,026.9",FHA,Wholesale
Loan Factory Direct - PennyMac,6.000%,6.503%,"$3,053.259",-1.596,"$-2,026.9",FHA,Wholesale
AFR Wholesale,6.000%,6.504%,"$3,053.259",-1.4440000000000026,"$-2,006.5",FHA,Wholesale
AD Mortgage,6.000%,6.504%,"$3,053.259",-1.8419999999999987,"$-2,006.4",FHA,Wholesale
Loan Factory Direct - Kind Lending,6.000%,6.504%,"$3,053.259",-1.58375,"$-1,964.5",FHA,Wholesale
Kind Lending,6.000%,6.504%,"$3,053.259",-1.58375,"$-1,964.5",FHA,Wholesale
Sun West Mtg Co Wholesale,6.000%,6.506%,"$3,053.259",-1.14187,"$-1,878.5",FHA,Wholesale
"National Mortgage Service, Inc. (NMSI)",6.000%,6.508%,"$3,053.259",-1.875,"$-1,792.6",FHA,Wholesale
HomeBridge Wholesale,6.000%,6.510%,"$3,053.259",-1.223,"$-1,655",FHA,Wholesale
NewRez LLC,6.000%,6.530%,"$3,053.259",-1.236,$-667.1,FHA,Wholesale
Power TPO,6.000%,6.530%,"$3,053.259",-1.2729999999999961,$-636.6,FHA,Wholesale
NexBank,6.000%,6.532%,"$3,053.259",-1.5042799999999943,$-541.2,FHA,Wholesale
Eleven Mortgage,6.000%,6.536%,"$3,053.259",-1.67,$-366.6,FHA,Wholesale
Windsor Mortgage Solutions,6.000%,6.539%,"$3,053.259",-1.6868800000000022,$-198,FHA,Wholesale
Plaza Home Mortgage Inc.,6.000%,6.541%,"$3,053.259",-1.29353,$-104.5,FHA,Wholesale
Jet Advantage Mortgage,6.000%,6.541%,"$3,053.259",-0.9419999999999931,$-96.7,FHA,Wholesale
Forward Lending,6.000%,6.541%,"$3,053.259",-0.9419999999999931,$-96.7,FHA,Wholesale
"Paramount Residential Mortgage Group, Inc.",6.000%,6.541%,"$3,053.259",-1.312,$-71.3,FHA,Wholesale
Open Mortgage,6.000%,6.544%,"$3,053.259",-1.516,$35.6,FHA,Wholesale
New Wave Lending Group,6.000%,6.545%,"$3,053.259",-1.5,$117.1,FHA,Wholesale
The Loan Store LLC,6.000%,6.545%,"$3,053.259",-1.5499999999999972,$117.2,FHA,Wholesale
TPO GO,6.000%,6.549%,"$3,053.259",-0.8850000000000051,$320.9,FHA,Wholesale
"VIP Mortgage, Inc.",6.000%,6.555%,"$3,053.259",-1.406000000000006,$621.3,FHA,Wholesale
JMAC Lending Inc.,6.000%,6.557%,"$3,053.259",-1.19375,$721.9,FHA,Wholesale
Orion Lending,6.000%,6.557%,"$3,053.259",-0.63,$728.3,FHA,Wholesale
Click n' Close,6.000%,6.565%,"$3,053.259",-1.29871,"$1,116.8",FHA,Wholesale
Union Home Mortgage,6.000%,6.772%,"$3,053.259",0.7489999999999952,"$11,443",FHA,Wholesale
Everstream Mortgage,6.000%,6.245%,"$3,099.775",0.10299999999999443,"$-3,198.9",VA,Wholesale
Loan United Wholesale,6.000%,6.264%,"$3,099.775",-2.0619999999999976,"$-2,190.7",VA,Wholesale
Pennymac TPO,6.000%,6.279%,"$3,099.775",-1.62,"$-1,404.8",VA,Wholesale
Loan Factory Direct - PennyMac,6.000%,6.279%,"$3,099.775",-1.62,"$-1,404.8",VA,Wholesale
NewRez LLC,6.000%,6.286%,"$3,099.775",-1.246,"$-1,037.7",VA,Wholesale
AmWest Funding Corp,6.000%,6.288%,"$3,099.775",-1.569,$-934.3,VA,Wholesale
"VIP Mortgage, Inc.",6.000%,6.296%,"$3,099.775",-1.4860000000000042,$-479.4,VA,Wholesale
AFR Wholesale,6.000%,6.300%,"$3,099.775",-1.2639999999999958,$-298.4,VA,Wholesale
NexBank,6.000%,6.304%,"$3,099.775",-1.4079200000000043,$-101.5,VA,Wholesale
Eleven Mortgage,6.000%,6.311%,"$3,099.775",0.8789,$295.7,VA,Wholesale
Plaza Home Mortgage Inc.,6.000%,6.313%,"$3,099.775",-1.18353,$412.4,VA,Wholesale
Windsor Mortgage Solutions,6.000%,6.314%,"$3,099.775",-1.3068700000000035,$421,VA,Wholesale
Sun West Mtg Co Wholesale,6.000%,6.315%,"$3,099.775",-1.14187,$498.4,VA,Wholesale
TPO GO,6.000%,6.316%,"$3,099.775",-0.8349999999999937,$534,VA,Wholesale
"Paramount Residential Mortgage Group, Inc.",6.000%,6.321%,"$3,099.775",-1.13,$818.3,VA,Wholesale
The Loan Store LLC,6.000%,6.324%,"$3,099.775",-1.3709999999999951,$994.1,VA,Wholesale
Jet Advantage Mortgage,6.000%,6.328%,"$3,099.775",-0.6869999999999976,"$1,169.9",VA,Wholesale
Forward Lending,6.000%,6.328%,"$3,099.775",-0.6869999999999976,"$1,169.9",VA,Wholesale
Kind Lending,6.000%,6.329%,"$3,099.775",-0.99569,"$1,254.2",VA,Wholesale
Loan Factory Direct - Kind Lending,6.000%,6.329%,"$3,099.775",-0.99569,"$1,254.2",VA,Wholesale
Open Mortgage,6.000%,6.330%,"$3,099.775",-1.266,"$1,278.5",VA,Wholesale
Click n' Close,6.000%,6.332%,"$3,099.775",-1.23882,"$1,393.2",VA,Wholesale
Orion Lending,6.000%,6.336%,"$3,099.775",-0.58,"$1,593.9",VA,Wholesale
Power TPO,6.000%,6.342%,"$3,099.775",-1.2729999999999961,"$1,888.6",VA,Wholesale
JMAC Lending Inc.,6.000%,6.345%,"$3,099.775",-0.86235,"$2,072.9",VA,Wholesale
Union Home Mortgage,6.000%,6.529%,"$3,099.775",0.7489999999999952,"$11,567.2",VA,Wholesale
PenFed Credit Union,6.000%,6.135%,"$3,001",0,"$7,251",VA,Retail
PenFed Credit Union,6.000%,6.080%,"$3,586",0.25,"$3,246",Conventional,Retail
PenFed Credit Union,6.000%,6.223%,"$3,001",2,"$12,005",Conventional,Retail
Third Federal Savings and Loan,6.090%,6.211%,"$3,029.77",1,"$6,400",Conventional,Retail
Mutual of Omaha Mortgage,6.125%,6.251%,"$3,041.09",0.881,"$6,647.41",Conventional,Retail
Alliant Credit Union,6.125%,6.293%,"$3,041.09",1.574,"$8,827.87",Conventional,Retail
Us Bank,6.125%,6.651%,"$7,341.61",0.845,"$7,048.535",Conventional,Retail
Us Bank,6.125%,6.543%,"$5,588.05",0.855,"$9,990.815",Conventional,Retail
Us Bank,6.125%,6.989%,"$3,041.09",0.632,"$4,924.79",FHA,Retail
Us Bank,6.125%,6.471%,"$3,041.09",0.607,"$4,676.615",VA,Retail
Chase Bank,6.125%,6.767%,"$4,514.424",0.8370009990009988,"$4,784.19",Conventional,Retail
Chase Bank,6.125%,6.235%,"$4,514.424",0.861000999000999,"$4,904.31",Conventional,Retail
"Mutual of Omaha Mortgage, Inc.",6.125%,6.336%,"$3,041",0.873,"$20,285.465",Conventional,Retail
"HSBC Bank USA, N.A.",6.125%,6.311%,"$3,041",1.755,"$23,484.875",Conventional,Retail
Sebonic,6.125%,6.392%,"$3,041",1.612,"$26,982.16",Conventional,Retail
"Tomo Mortgage, LLC.",6.125%,6.187%,"$3,042",0.665,"$3,328",Conventional,Retail
Bison State Bank,6.125%,6.207%,"$3,042",0.878,"$4,394",Conventional,Retail
"Mutual of Omaha Mortgage, Inc.",6.125%,6.325%,"$3,042",0.748,"$10,700",VA,Retail
"Mutual of Omaha Mortgage, Inc.",6.125%,7.370%,"$3,042",0.748,"$13,202",FHA,Retail
PenFed Credit Union,6.125%,6.303%,"$3,042",1.5,"$9,502",Conventional,Retail
"HSBC Bank USA, N.A.",6.125%,6.288%,"$3,042",1.505,"$8,860",Conventional,Retail
Sebonic,6.125%,6.299%,"$3,042",1.862,"$9,319",Conventional,Retail
Third Federal Savings & Loan,6.200%,6.200%,"$3,065",0,"$4,590.1",Conventional,Retail
Third Federal Savings & Loan,6.200%,6.200%,"$3,066",0,N/A,Conventional,Retail
Sage Home Loans,6.245%,6.351%,"$3,080.04",0.814,"$5,568.07",Conventional,Retail
Tomo,6.250%,6.346%,"$3,082",0.776,"$5,383",Conventional,Retail
Us Bank,6.250%,6.626%,"$5,619.62",0.855,"$7,136.205",Conventional,Retail
Chase Bank,6.250%,6.772%,"$4,554.994",1.06,"$6,800.3",Conventional,Retail
PenFed Credit Union,6.250%,6.300%,"$3,659",0,"$1,995",Conventional,Retail
"Mutual of Omaha Mortgage, Inc.",6.250%,6.337%,"$3,082",0.783,"$4,619",Conventional,Retail
Optimum First Mortgage,6.374%,6.394%,"$3,122.14",0,"$1,044.05",Conventional,Retail
Garden State Home Loans - HE,6.375%,6.453%,"$3,122.47",0.652,"$4,071.26",Conventional,Retail
Alliant Credit Union,6.375%,6.482%,"$3,122.47",0.92,"$5,554.6",Conventional,Retail
Us Bank,6.375%,6.666%,"$4,325.57",0.955,"$12,903.725",Conventional,Retail
Chase Bank,6.375%,6.506%,"$4,595.804",1.056,"$6,780.28",Conventional,Retail
Chase Bank,6.375%,6.835%,"$4,595.804",1.042,"$6,710.21",Conventional,Retail
Sebonic,6.375%,6.563%,"$3,122",0.729,"$18,143.745",Conventional,Retail
Guaranteed Rate,6.375%,6.575%,"$3,122.47",0.712,"$13,185.54",Conventional,Retail
"Tomo Mortgage, LLC.",6.375%,6.375%,"$3,123",0,N/A,Conventional,Retail
"Mutual of Omaha Mortgage, Inc.",6.375%,6.507%,"$3,123",0,"$6,956",VA,Retail
"Tomo Mortgage, LLC.",6.375%,7.533%,"$3,123",0,"$8,759",FHA,Retail
"Mutual of Omaha Mortgage, Inc.",6.375%,7.545%,"$3,123",0,"$9,459",FHA,Retail
NBKC Bank,6.375%,6.422%,"$3,123",0.493,"$2,467",Conventional,Retail
Sebonic,6.375%,6.468%,"$3,123",0.979,"$4,900",Conventional,Retail
PenFed Credit Union,6.375%,6.472%,"$3,123",0.625,"$5,123",Conventional,Retail
"HSBC Bank USA, N.A.",6.375%,6.474%,"$3,123",0.806,"$5,362",Conventional,Retail
Sebonic,6.375%,6.551%,"$3,123",0.604,"$9,279",VA,Retail
Sebonic,6.375%,7.588%,"$3,123",0.604,"$11,782",FHA,Retail
Third Federal Savings and Loan,6.440%,6.467%,"$3,143.78",0,"$1,395",Conventional,Retail
Third Federal Savings & Loan,6.440%,6.440%,"$3,144",0,"$4,590.1",Conventional,Retail
Third Federal Savings & Loan,6.440%,6.440%,"$3,144",0,N/A,Conventional,Retail
Tomo,6.490%,6.492%,"$3,161",0,$444,Conventional,Retail
Mutual of Omaha Mortgage,6.490%,6.496%,"$3,160.21",0,$326.09,Conventional,Retail
Us Bank,6.490%,6.631%,"$3,160.21",0.59,"$5,882.69",Conventional,Retail
"Mutual of Omaha Mortgage, Inc.",6.490%,6.623%,"$3,160",0,"$11,546.1",Conventional,Retail
Bison State Bank,6.490%,6.490%,"$3,161",0,N/A,Conventional,Retail
"Mutual of Omaha Mortgage, Inc.",6.490%,6.503%,"$3,161",0,$700,Conventional,Retail
Sage Home Loans,6.495%,6.507%,"$3,161.85",0,$613.12,Conventional,Retail
Chase Bank,6.500%,6.968%,"$4,636.834",1.0379999999999998,"$6,690.19",Conventional,Retail
"HSBC Bank USA, N.A.",6.500%,6.582%,"$3,164",0.616,"$12,084.18",Conventional,Retail
PenFed Credit Union,6.500%,6.550%,"$3,164",0.125,"$2,621",Conventional,Retail
Guaranteed Rate,6.550%,6.600%,"$3,179.98",-0.013,"$9,076.36",Conventional,Retail
Garden State Home Loans - HE,6.625%,6.625%,"$3,204.76",0,N/A,Conventional,Retail
Alliant Credit Union,6.625%,6.641%,"$3,204.76",0,$799.85,Conventional,Retail
loanDepot ,6.625%,6.804%,"$3,204.76",1.48,"$9,097.4",Conventional,Retail
Chase Bank,6.625%,7.009%,"$4,678.094",0.943000999000999,"$6,214.72",Conventional,Retail
Sebonic,6.625%,6.746%,"$3,205",0,"$10,846.1",Conventional,Retail
Sun West Mtg Co Wholesale,6.625%,6.691%,"$3,768.517",-3.2669,"$2,589.8",Conventional,Wholesale
CMG Financial,6.625%,6.722%,"$3,768.517",-2.98,"$3,775.5",Conventional,Wholesale
BluePoint Mortgage,6.625%,6.732%,"$3,768.517",-3.199,"$4,180.9",Conventional,Wholesale
"VIP Mortgage, Inc.",6.625%,6.733%,"$3,768.517",-3.0608200000000068,"$4,221.8",Conventional,Wholesale
Click n' Close,6.625%,6.741%,"$3,768.517",-3.07655,"$4,543.5",Conventional,Wholesale
Provident Funding,6.625%,6.742%,"$3,768.517",-3.375,"$4,551.2",Conventional,Wholesale
"National Mortgage Service, Inc. (NMSI)",6.625%,6.742%,"$3,768.517",-3.125,"$4,551.3",Conventional,Wholesale
AFR Wholesale,6.625%,6.742%,"$3,768.517",-2.959000000000003,"$4,576.3",Conventional,Wholesale
Power TPO,6.625%,6.743%,"$3,768.517",-3.0460000000000065,"$4,596.3",Conventional,Wholesale
The Loan Store LLC,6.625%,6.750%,"$3,768.517",-3.2590000000000003,"$4,881.6",Conventional,Wholesale
"Paramount Residential Mortgage Group, Inc.",6.625%,6.757%,"$3,768.517",-2.655,"$5,151.8",Conventional,Wholesale
AD Mortgage,6.625%,6.761%,"$3,768.517",-2.9779999999999944,"$5,287",Conventional,Wholesale
NewRez LLC,6.625%,6.762%,"$3,768.517",-2.45,"$5,342",Conventional,Wholesale
Kind Lending,6.625%,6.773%,"$3,768.517",-2.68275,"$5,763.7",Conventional,Wholesale
Loan Factory Direct - Kind Lending,6.625%,6.773%,"$3,768.517",-2.68275,"$5,763.7",Conventional,Wholesale
New Wave Lending Group,6.625%,6.774%,"$3,768.517",-2.875,"$5,802.5",Conventional,Wholesale
Everstream Mortgage,6.625%,6.775%,"$3,768.517",-1.3160000000000025,"$5,847.5",Conventional,Wholesale
TPO GO,6.625%,6.780%,"$3,768.517",-2.603999999999999,"$6,032.7",Conventional,Wholesale
Nations Direct Mortgage,6.625%,6.780%,"$3,768.517",-2.626,"$6,047.8",Conventional,Wholesale
AmWest Funding Corp,6.625%,6.795%,"$3,768.517",-2.713,"$6,613.3",Conventional,Wholesale
Loan Factory Direct - Rocket,6.625%,6.795%,"$3,768.517",-2.3119999999999976,"$6,618.3",Conventional,Wholesale
Rocket Pro,6.625%,6.795%,"$3,768.517",-2.3119999999999976,"$6,618.3",Conventional,Wholesale
Pennymac TPO,6.625%,6.799%,"$3,768.517",-2.693,"$6,763.4",Conventional,Wholesale
Loan Factory Direct - PennyMac,6.625%,6.799%,"$3,768.517",-2.693,"$6,763.4",Conventional,Wholesale
Eleven Mortgage,6.625%,6.803%,"$3,768.517",-0.945,"$6,933.7",Conventional,Wholesale
Orion Lending,6.625%,6.826%,"$3,768.517",-2.625,"$7,804.5",Conventional,Wholesale
NexBank,6.625%,6.830%,"$3,768.517",-2.541070000000005,"$7,959.3",Conventional,Wholesale
HomeBridge Wholesale,6.625%,6.830%,"$3,768.517",-2.44,"$7,979.7",Conventional,Wholesale
JMAC Lending Inc.,6.625%,6.833%,"$3,768.517",-2.42125,"$8,073.5",Conventional,Wholesale
LoanStream Mortgage,6.625%,6.865%,"$3,768.517",-1.8719999999999999,"$9,321",Conventional,Wholesale
Jet Advantage Mortgage,6.625%,6.865%,"$3,768.517",-1.8719999999999999,"$9,321",Conventional,Wholesale
Forward Lending,6.625%,6.865%,"$3,768.517",-1.8719999999999999,"$9,321",Conventional,Wholesale
Union Home Mortgage,6.625%,6.874%,"$3,768.517",-2.1059999999999945,"$9,651.4",Conventional,Wholesale
Windsor Mortgage Solutions,6.625%,6.969%,"$3,768.517",-1.6329000000000065,"$13,270.4",Conventional,Wholesale
Open Mortgage,6.625%,7.067%,"$3,768.517",-0.649,"$16,943.7",Conventional,Wholesale
Loan United Wholesale,6.625%,7.194%,"$3,768.517",0.4159999999999968,"$21,648.4",Conventional,Wholesale
NBKC Bank,6.625%,6.625%,"$3,205",0,N/A,Conventional,Retail
"HSBC Bank USA, N.A.",6.625%,6.648%,"$3,205",0,"$1,328",Conventional,Retail
Sebonic,6.625%,6.746%,"$3,205",0,"$6,256",VA,Retail
Sebonic,6.625%,7.776%,"$3,205",0,"$8,759",FHA,Retail
Us Bank,6.750%,6.978%,"$3,805.62",0.9,"$11,651.92",Conventional,Retail
Us Bank,6.750%,6.907%,"$3,246.23",0.725,"$9,725.445",Conventional,Retail
"HSBC Bank USA, N.A.",6.750%,6.773%,"$3,246",0,"$5,918.1",Conventional,Retail
Provident Funding,6.750%,6.803%,"$3,805.622",-3.875,"$2,048.7",Conventional,Wholesale
Sun West Mtg Co Wholesale,6.750%,6.859%,"$3,805.622",-2.9353,"$4,249.4",Conventional,Wholesale
CMG Financial,6.750%,6.882%,"$3,805.622",-2.712,"$5,116.8",Conventional,Wholesale
New Wave Lending Group,6.750%,6.883%,"$3,805.622",-3,"$5,176.9",Conventional,Wholesale
BluePoint Mortgage,6.750%,6.893%,"$3,805.622",-2.923,"$5,562.3",Conventional,Wholesale
